Produto,CAS,Descrição,DataSheet
Bistetramethylbutylhydroquinone,903-19-5,"2,5-Bis(1,1,3,3-tetramethylbutyl)hydroquinone;2,5-bis(2-methylheptan-2-yl)benzene-1,4-diol;2,5-bis(1,1,3,3-thetramethylbuyl)hydroquinone;2,5-Di-tert-octyl-1,4-dihydroxybenzene;2,5-Ditertoctylhydroquinone",https://chemicals.logicwebsites.com/data-sheets/5171.pdf
Triphenyltin acetate,900-95-8,Fentin-Acetate;Triphenyltinacetatewhitepowder;Triphenylacetoxytin;triphenylstannanylium acetate;Fentin Acetate,https://chemicals.logicwebsites.com/data-sheets/5168.pdf
"3,3,3-Triphenylpropionic acid",900-91-4,"3,3,3-Triphenylpropanoic acid;3,3,3-Triphenylpropionic Acid;900-91-4;Tritylacetic Acid;3,3,3-triphenylpropanoate",https://chemicals.logicwebsites.com/data-sheets/5167.pdf
4-Nitrotoluene,99-99-0,1-Methyl-4-nitrobenzene;Melting point standard 4-nitrotoluene;Para-Nitrotoluene;p-Nitrotoluene,https://chemicals.logicwebsites.com/data-sheets/5166.pdf
"N,N-Dimethylphenylenediamine",99-98-9,"C.I. 76075;N,N-Dimethyl-p-benzenediamine;4-ANIMODIMETHYLANILINE;4-AMINODIMETHYLANILINE;4-AMINO-N,N-DIMETHYLANILINE;4-DIMETHYLAMINOANILINE;Dimethyl-p-phenylenediamine;DIMETHYL(N,N-)-P-PHENYLENEDIAMINE;WURSTER'S RED;4-(dimethylamino)benzenamine;N,N-dimethylbenzene-1,4-diamine;N,N-Dimethyl-1,4-phenylenediamine;N,N-dimethyl-p-phenylenediamine",https://chemicals.logicwebsites.com/data-sheets/5165.pdf
"N,N-Dimethyl-p-toluidine",99-97-8,"N,N,4-Trimethylbenzenamine;N,N-Dimethyl-p-toluidine,(N,N-Dimethyl-4-methylaniline);N,N-Dimethyl p-toluidine;N,N-Dimethyl-4-methylaniline;N,N,4-Trimethylaniline;4,N,N-Trimethylaniline;N,N-Dimethyl-4-toluidin",https://chemicals.logicwebsites.com/data-sheets/5164.pdf
4-Hydroxybenzoic acid,99-96-7,P-OXYBENZOIC ACID;para hydroxy benzoic acid;P-hydroxybenzoic acid;4-hydroxybenzoate;Para-Hydroxybenzoic Acid,https://chemicals.logicwebsites.com/data-sheets/5163.pdf
p-Toluic acid,99-94-5,4-Methylbenzoic acid;p-toluylic acid;crithminic acid;Toluenecarboxylic acid;p-methylbenzoic acid;4-methylbenzoate;Para Toluic Acid (PTA),https://chemicals.logicwebsites.com/data-sheets/5162.pdf
4'-Hydroxyacetophenone,99-93-4,4-Acetylphenol;4-Hydroxyacetophenone;1-(4-Hydroxyphenyl)ethanone;P-Hydroxyacetophenone;p-Acetylphenol;4-hydroxyphenyl methyl ketone,https://chemicals.logicwebsites.com/data-sheets/5161.pdf
p-Aminoacetophenone,99-92-3,"4-Aminoacetophenone;4-Acetylaniline;1-(4-aminophenyl)ethanone;Aminoacetophenone, 4-;4'-Aminoacetophenone",https://chemicals.logicwebsites.com/data-sheets/5160.pdf
4'-Chloroacetophenone,99-91-2,"1-(4-Chlorophenyl)ethanone;4-Chloroacetophenone;4-Chloro Acetophenone;1-(4-chlorophenyl)-ethanon;1-(4-chlorophenyl)ethanone[qr];4'-chloro-acetophenon;4-acetylchlorobenzene;4-chloroacetophenone[qr];4-chlorophenylmethylketone;Acetophenone, 4'-chloro-;p-chloroacetophenone",https://chemicals.logicwebsites.com/data-sheets/5159.pdf
4'-Bromoacetophenone,99-90-1,1-(4-Bromophenyl)ethanone;1-Acetyl-4-bromobenzene;4-Bromoacetophenone;4'-Bromoacetophene;p-Bromo acetophenone;p-Bromoacetophenone,https://chemicals.logicwebsites.com/data-sheets/5158.pdf
4-Isopropylphenol,99-89-8,p-Cumenol;p-Hydroxycumene,https://chemicals.logicwebsites.com/data-sheets/5157.pdf
4-Isopropylaniline,99-88-7,Cumidine;4-Isopropylaniline/4-Aminocumene/Cumidine;4-Aminocumene~Cumidine;p-Isopopylaniline;4-(1-methylethyl)aniline;4-(propan-2-yl)aniline,https://chemicals.logicwebsites.com/data-sheets/5156.pdf
p-Cymene,99-87-6,Dolcymene;4-Isopropyltoluene;Para-Cymene,https://chemicals.logicwebsites.com/data-sheets/5155.pdf
"p-mentha-1,3-diene",99-86-5,"alpha-Terpinene;1,3-Cyclohexadiene, 1-methyl-4-(1-methylethyl)-;1,3-Cyclohexadiene, 1-methyl-4-isopropyl-;1-Isopropyl-4-methyl-1,3-cyclohexadiene;1-Methyl-4-(1-methylethyl)-1,3-cyclohexadiene;1-Methyl-4-isopropylcyclohexadiene-1,3;AI3-26467;CCRIS 9058;FEMA No. 3558;Terpilene;alpha-Terpinen;α-Terpinene",https://chemicals.logicwebsites.com/data-sheets/5154.pdf
"p-mentha-1,4-diene",99-85-4,γ-Terpinene,https://chemicals.logicwebsites.com/data-sheets/5153.pdf
"p-mentha-1,5-diene",99-83-2,"alpha-phellandrene;1-Isopropyl-4-Methyl-2,4-Cyclohexadiene, 70%;2-methyl-5-(propan-2-yl)cyclohexa-1,3-diene;(5S)-2-methyl-5-(propan-2-yl)cyclohexa-1,3-diene",https://chemicals.logicwebsites.com/data-sheets/5152.pdf
α-Bromo-4-nitroacetophenone,99-81-0,2-bromo-4'-nitroacetophenone;2-bromo-1-(4-nitrophenyl)ethanone;2-Bromo-4-nitroacentophenone,https://chemicals.logicwebsites.com/data-sheets/5150.pdf
Ethyl 4-nitrobenzoate,99-77-4,Ethyl 4-nitrobenzoate/4-Nitrobenzoic acid ethyl ester;4-Nitrobenzoic acid ethyl ester;Ethyl p-nitrobenzoate,https://chemicals.logicwebsites.com/data-sheets/5149.pdf
Methyl 4-hydroxybenzoate,99-76-3,"Methylparaben;4-Hydroxybenzoic acid, methyl ester;Benzoic acid, 4-hydroxy-, methyl ester;Methyl p-hydroxybenzoate;Methyl parahydroxybenzoate;4-(Methoxycarbonyl)phenol;4-10-00-00360 (Beilstein Handbook Reference);4-Hydroxybenzoic acid methyl ester;AI3-01336;Abiol;Aseptoform;BRN 0509801;Benzoic acid, p-hydroxy-, methyl ester;CCRIS 3946;Caswell No. 573PP;EPA Pesticide Chemical Code 061201;FEMA No. 2710;FEMA Number 2710;HSDB 1184;Maseptol;Metaben;Methaben;Methyl butex;Methyl chemosept;Methyl ester of p-hydroxybenzoic acid;Methyl p-oxybenzoate;Methyl paraben;Methyl parasept;Methylben;Methylester kyseliny p-hydroxybenzoove;Metoxyde;Moldex;NSC 3827;Nipagin;Nipagin M;Paridol;Preserval;Preserval M;Septos;Solbrol;Solbrol M;Tegosept M;p-Carbomethoxyphenol;p-Hydroxybenzoic acid methyl ester;p-Methoxycarbonylphenol;p-Oxybenzoesauremethylester;Methyl-p-hydroxybenzoate;4-hydroxy-2-methylbenzoate;Methyl Hydroxybenzoate;Methyl-4-hydroxybenzoate",https://chemicals.logicwebsites.com/data-sheets/5148.pdf
Methyl p-toluate,99-75-2,p-Toluic acid methyl ester;methyl 4-methylbenzoate;METHYL-P-METHYL BENZOATE,https://chemicals.logicwebsites.com/data-sheets/5147.pdf
"2,4'-Dibromoacetophenone",99-73-0;132309-76-3,p-bromophenacyl bromide;2-bromo-1-(4-bromophenyl)ethanone;PBPB,https://chemicals.logicwebsites.com/data-sheets/5146.pdf
4-sec-butylphenol,99-71-8,p-(1-Methylpropyl)phenol;N-Hydroxyethyl Benzamide;Para-sec-butylphenol;4-(butan-2-yl)phenol;4-(2-Butyl)Phenol,https://chemicals.logicwebsites.com/data-sheets/5144.pdf
Valproic acid,99-66-1,"2-Propylpentanoic acid;Dipropylacetic acid;1-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone; 2-propylpentanoic acid",https://chemicals.logicwebsites.com/data-sheets/5143.pdf
"1,3-Dinitrobenzene",99-65-0,"Dinitrobenzene;2,4-Dinitrobenzene;m-Dinitrobenzene",https://chemicals.logicwebsites.com/data-sheets/5142.pdf
3-Dimethylaminobenzoic acid,99-64-9,"M-(N,N-DIMETHYLAMINO) BENZOIC ACID;M-DIMETHYLAMINOBENZOIC ACID;3-(dimethylamino)-benzoicaci;Benzoicacid,3-(dimethylamino)-;3-Diaminomethylbenzoic acid;3-DIMETHYLAMINOBENZOIC ACID, CRYSTALLIZE D;3-DIMETHYLAMINO-BENZOESAEURE;3-(dimethylamino)benzoic acid;3-(dimethylamino)benzoate",https://chemicals.logicwebsites.com/data-sheets/5141.pdf
Isophthaloyl dichloride,99-63-8,"Benzene-1,3-dicarbonyl chloride;ICI;Isophthaloyl chloride;3-Phthaloyl Chloride;1,3-Benzenedicarbonyl dichloride;benzene-1,3-dicarbonyl dichloride;m-phthaloyl chloride;ICL;1,3-Benzenedicarbonyl Chloride",https://chemicals.logicwebsites.com/data-sheets/5140.pdf
"1,3-Diisopropylbenzene",99-62-7,"1,3-Bis(1-methylethyl)benzene;AI3-08224;BRN 1905828;Benzene, 1,3-bis(1-methylethyl)-;Benzene, m-diisopropyl-;HSDB 5325;m-Diisopropylbenzene;m-Diisopropylbenzol;1,3-di(propan-2-yl)benzene",https://chemicals.logicwebsites.com/data-sheets/5139.pdf
3-Nitrobenzaldehyde,99-61-6,m-Nitrobenzaldehyde;m-nitro benzaldehyde;3 Nitro Benzaldehyde;m-Nitrobenzyldehyde;Meta Nitro Benzaldehyde,https://chemicals.logicwebsites.com/data-sheets/5138.pdf
2-Chloro-4-nitrobenzoic acid,99-60-5,2-Chloro-4-Nitobenzoic Acid;4-Nitro-6-Chloro Benzoic Acid;2-chloro-4-nitrobenzoate,https://chemicals.logicwebsites.com/data-sheets/5137.pdf
2-Methoxy-5-nitroaniline,99-59-2,C.I. 37130;C.I. Azoic Diazo Component 13;5-Nitro-o-anisidine;Methoxynitroaniline;scarlet base R;2-Amino-4-nitroanisole;2-Amino-4-nitro anisidine;2-Amino-4-Nitroanisidine,https://chemicals.logicwebsites.com/data-sheets/5136.pdf
3-bromo-4-methoxybenzoic acid,99-58-1,3-bromo-4-methoxybenzoate,https://chemicals.logicwebsites.com/data-sheets/5135.pdf
2-Amino-4-nitrophenol,99-57-0,C.I. 76530;2-Amino-4-nitrophenol;4-Nitro-2-Aminophenol;4-NAP;2-amino-4-nitrophenolate;2-Amino-4-Nitro Phenol,https://chemicals.logicwebsites.com/data-sheets/5134.pdf
4-Nitro-o-phenylenediamine,99-56-9,"C.I. 76020;o-Phenylenediamine, 4-nitro-;3,4-Diaminonitrobenzene;Nitroophenylenediamine;2-Amino-4-nitro aniline;4-nitrobenzene-1,2-diamine;4-Nitro-1,2-phenylenedlamine",https://chemicals.logicwebsites.com/data-sheets/5133.pdf
2-Methyl-5-nitroaniline,99-55-8,C.I. 37105;C.I. Azoic Diazo Component 12;5-Nitro-o-toluidine;2-Amino-4-nitrotoluene~5-Nitro-o-toluidine;Fast Scarlet G Base;2-Amino-4-nitrotoluene;1-amino-2-methyl-5-nitrobenzene;fast scarlet g;fast scarlet gc base;fast scarlet j salt;fast scarlet mN4t base;fast scarlet t base;hiltonil fast scarlet g salt;hiltonil fast scarlet g base;hiltonil fast scarlet gc base;kayaku scarlet g base;lake scarlet g base;lithosol orange r base;mitsui scarlet g base;naphthanil scarlet g base;naphtoelan fast scarlet g salt;naphtoelan fast scarlet g base;PNOT;scarlet base ciba ii;scarlet base irga ii;scarlet base nsp;scarlet g base;sugai fast scarlet g base;symulon scarlet g base;2-methyl-5-nitrobenzenamine;4-nitro-2-aminotoluene;5-Nitro-ortho-toluidine;5-NITRO-ortho-TOLUIDINE (2-METHYL-5-NITROANILINE);amarthol fast scarlet g salt;amarthol fast scarlet g base;azoene fast scarlet gc salt;azoene fast scarlet gc base;azofix scarlet g salt;azogene fast scarlet g;diabase scarlet g;diazo fast scarlet g;C.I. Azoic Diazo Component No. 12;dainichi fast scarlet g base;daito scarlet base g;devol scarlet b;devol scarlet g salt;Fast Red G Base;fast red sg base;fast scarlet base g;fast scarlet base j;Scarlet Base G;2-methyl-5-nitro aniline;;C.I.Azoic Diazo Component 12,https://chemicals.logicwebsites.com/data-sheets/5132.pdf
"3,4-Dichloronitrobenzene",99-54-7,"1,2-Dichloro-4-nitrobenzene;3,4-Dichlornitrobenzene;DCNB 1,2-Dichloro-4-benzenesulfonamido-5-nitrobenzene;4-Chloro-o-dichlorobenzene;3,4-Dichloronitrobenzcne;3,4-Dichloro-4-nitrobenzenc; 3,4-DCNB;3,4-Dichloro-4-nitrobenzene;3,4-Dichloro nitrobenzene",https://chemicals.logicwebsites.com/data-sheets/5131.pdf
2-methyl-4-nitroanisole,99-53-6,2-methyl-4-nitrophenol;4-Nitro-o-cresol;1-methoxy-2-methyl-4-nitrobenzene,https://chemicals.logicwebsites.com/data-sheets/5130.pdf
2-Methyl-4-nitroaniline,99-52-5,2-methyl-4-nitrobenzenamine;C.I. 37100;4-Nitro-o-toludine;2-Amino-5-nitrotoluene;4-Nitro-o-toluidine;Azoic Diazo No. 34;PNOT;2-Methyl-4-Nitroamiline;Fast Red;1-amino-2-methyl-4-nitrobenzene;2-amino-1-methyl-5-nitrobenzene;meisei fast red rl base;mitsui red rl base;MNA;naphtoelan red rl base;naphtholean red rl base;red base ciba x;red base irga x;red base nrl;red rl base;sanyo fast red salt rl;sanyo fast red rl base;spectrolene red rl;symulon red rl base;tulabase fast red rl;yamada fast red rl base;2-methyl-4-nitrophenylamine;4-nitro-6-methylaniline;5-nitro-2-aminotoluene;ansibases red rl;azoene fast red gl base;azogene fast red nrl salt;diabase red rl;diazo fast red rl;daito red base rl;devol red salt e;devol red rl;fast red 5nt;fast red base rl;hiltonil fast red rl base;hiltosal fast red rl salt;kako red rl base;kayaku red rl base;2-amino-5–nitrotoluene;red color base RL,https://chemicals.logicwebsites.com/data-sheets/5129.pdf
4-Nitro-o-xylene,99-51-4,"1,2-dimethyl-4-nitrobenzene;4-Nitro-1,2-dimethylbenzene;",https://chemicals.logicwebsites.com/data-sheets/5128.pdf
"3,4-Dihydroxybenzoic acid",99-50-3,"Protocatechuic acid;3,4-Dihydroxy benzoic acid;CATECHOL-4-CARBOXYLIC ACID;3,4-Dihydroxybenzoic acid N-HYDRATE;3,4-DIHYDROBENZOIC ACID;AKOS 220-70;RARECHEM AL BO 0347;PROTOCATECHUIC ACID N-HYDRATE;cyclohexa-1,5-diene-1-carboxylic acid;3,4-dihydroxybenzoate",https://chemicals.logicwebsites.com/data-sheets/5127.pdf
Carvone,99-49-0,"Carvone natural;2-methyl-5-(1-methylethenyl)cyclohex-2-en-1-one;2-methyl-5-(1-methylethenyl)-2-Cyclohexen-1-one);p-mentha-1(6),8-dien-2-one;5-isopropenyl-2-methyl-cyclohex-2-en-1-one",https://chemicals.logicwebsites.com/data-sheets/5126.pdf
(-)-Carveol,99-48-9;20307-86-2;22567-18-6,"p-Mentha-6,8-dien-2-ol;Carveol;1-Methyl-4-isopropenyl-6-cyclohexen-2-ol;2-06-00-00102 (Beilstein Handbook Reference);2-Cyclohexen-1-ol, 2-methyl-5-(1-methylethenyl)-;2-Methyl-5-(1-methylethenyl)-2-cyclohexen-1-ol;2-Methyl-5-isopropenyl-2-cyclohexen-1-ol;5-Isopropenyl-2-methyl-2-cyclohexen-1-ol;AI3-27596;BRN 1861032;CCRIS 6219;EINECS 202-757-4;FEMA No. 2247;NSC 68313;UNII-1L9KXT85R9;p-Mentha-1,8-dien-6-ol;p-Mentha-1(6),8-dien-2-ol;2-methyl-5-(prop-1-en-2-yl)cyclohex-2-en-1-ol;(1S,5S)-2-methyl-5-(prop-1-en-2-yl)cyclohex-2-en-1-ol;(1R,5S)-2-methyl-5-(prop-1-en-2-yl)cyclohex-2-en-1-ol;(5R)-2-methyl-5-(1-methylethenyl)cyclohex-2-en-1-ol",https://chemicals.logicwebsites.com/data-sheets/5125.pdf
oxybuprocaine,99-43-4,"Oxybuprocaine [INN:BAN];Benoxinate;2-(Diethylamino)ethyl 4-amino-3-butoxybenzoate;4-Amino-3-butoxy-2-(diethylamino)ethyl ester benzoic acid;4-Amino-3-n-butoxy-benzoesaeure-diaethylaminoaethylester;4-Amino-3-n-butoxy-benzoesaeure-diaethylaminoaethylester [German];BRN 2288926;Benoxil;Butoxyaminobenzoyldiethylaminoethanol;Conjucain;Novesinol;Oxibuprocaina;Oxibuprocaina [INN-Spanish];Oxibuprocainum;Oxibuprokain;Oxybucaine;Oxybuprocaine;Oxybuprocainum;Oxybuprocainum [INN-Latin];Oxyriprocaine;Prescaina;S 749;UNII-AXQ0JYM303;Benzoic acid, 4-amino-3-butoxy-, 2-(diethylamino)ethyl ester",https://chemicals.logicwebsites.com/data-sheets/5123.pdf
Methyl 4-hydroxy-3-nitrobenzoate,99-42-3,4-Hydroxy-3-nitrobenzoic acid methyl ester;Methyl 3-nitro-4-hydroxybenzoate;4-(methoxycarbonyl)-2-nitrophenolate;3-nitro-4-hydroxymethyl benzoate,https://chemicals.logicwebsites.com/data-sheets/5122.pdf
"2-Chloro-3',4'-dihydroxyacetophenone",99-40-1,"alpha-Chloro-3,4-dihydroxyacetophenone;3,4-Dihydroxyphenacyl chloride;Chloracetyl catechol;2-chloro-3,4-dihydroxyacetophenone;2-chloro-1-(3,4-dihydroxyphenyl)ethanone",https://chemicals.logicwebsites.com/data-sheets/5121.pdf
Methyl 3-methylbenzoate,110999-36-5;99-36-5,"3-methyl-benzoicacimethylester;meta-Toluic acid, methyl ester;m-Toluylic acid, methyl ester;METHYL 3-TOLUATE;METHYL M-TOLUATE;METHYL-M-METHYL BENZOATE;3-METHYLBENZOIC ACID METHYL ESTER;3-carbamoyl-1,4-dimethylpyridinium chloride;3-carbamoyl-1,4-dimethylpyridinium;3-(Aminocarbonyl)-1,4-Dimethylpyridinium Chloride",https://chemicals.logicwebsites.com/data-sheets/5120.pdf
"3,5-Dinitrobenzoic acid",99-34-3,"3,5-Dinitrobenzoic Acid (1.00138);ACID 3,5-DINITROBENZOIQUE;silver(1+) 3,5-dinitrobenzoate;3,5-dinitrobenzoate;DNBA",https://chemicals.logicwebsites.com/data-sheets/5119.pdf
"3,5-Dinitrobenzoyl chloride",99-33-2,"3,5-Dinitrobenzoic acid chloride;3,5-Dinitrobenzoic chloride;DNBC",https://chemicals.logicwebsites.com/data-sheets/5118.pdf
chelidonic acid,99-32-1,"4-oxo-4H-pyran-2,6-dicarboxylic acid",https://chemicals.logicwebsites.com/data-sheets/5117.pdf
5-Aminoisophthalic acid,99-31-0,"5-Aminobenzene-1,3-dicarboxylic acid;5-AIPA;5-aminobenzene-1,3-dicarboxylate;5-Amino-1,3-Benzenedicarboxylic Acid;5-Amino-1,3-Isophthalic Acid;Aminoisophthalic(5-) Acid;5-amino-3-benzene dicarboxylic acid",https://chemicals.logicwebsites.com/data-sheets/5116.pdf
"2,6-Dichloro-4-nitroaniline",99-30-9,"dicloran;2,6-Dibromo-4-nitroaniline (Botran)",https://chemicals.logicwebsites.com/data-sheets/5115.pdf
2-Bromo-6-chloro-4-nitroaniline,99-29-6,"Benzenamine, 2-bromo-6-chloro-4-nitro-;NSC 88985;Aniline, 2-bromo-6-chloro-4-nitro-;2-Chloro-4-nitro-6-bromoaniline",https://chemicals.logicwebsites.com/data-sheets/5114.pdf
"2,6-dibromo-4-nitrophenol",99-28-5,"Phenol, 2,6-dibromo-4-nitro-;2,6-Dibromo-4-nitrophenol;4-06-00-01366 (Beilstein Handbook Reference);4-Nitro-2,6-dibromophenol;AI3-01539;BRN 1245050;NSC 2585;2,6-dibromo-4-nitrophenolate",https://chemicals.logicwebsites.com/data-sheets/5113.pdf
Dimethyl 5-aminoisophthalate,99-27-4,"5-Aminoisophthalic acid dimethyl ester;Dimethyl 5-aminobenzene-1,3-dicarboxylate;Dimethyl,5-aminoisophthalate;dimethyl 5-aminobenzene-1,3-dicarboxylate;3,5-Dicarbomethoxyaniline;LABOTEST-BB LT00080775;3-benzenedicarboxylicacid,5-amino-dimethylester;5-Amino-1,3-isophthalic acid dimethyl ester;5-Amino-Dimethyl Iso-Phthalate",https://chemicals.logicwebsites.com/data-sheets/5112.pdf
"2,7-dihydroxy-1,3,2-benzodioxabismole-5-carboxylic acid",99-26-3,"Bismuth Subgallate [USAN:JAN];Bismuth subgallate;Bismuth, dihydroxy(3,4,5-trihydroxybenzoato-O')-;Dihydroxy(3,4,5-trihydroxybenzoato-O')bismuth;Basic bismuth gallate;Bismuth subgallas;Bismutum subgallicum;Caswell No. 098B;Dermatol puder;EPA Pesticide Chemical Code 098601;UNII-YIW503MI7V;Wismutgallat, basisches;Wismutgallathydroxid;1,3,2-Benzodioxabismole-5-carboxylic acid, 2,7-dihydroxy-;Bismuth 3,4,5-trihydroxybenzoate, basic;Gallic acid bismuth basic salt",https://chemicals.logicwebsites.com/data-sheets/5111.pdf
Methyl gallate,99-24-1,"Methyl 3,4,5-trihydroxybenzoate;methyl 3,4,5-trihydroxy benzoate",https://chemicals.logicwebsites.com/data-sheets/5110.pdf
N-(4-amino-5-methoxy-2-methylphenyl)benzamide,99-21-8,"Benzamide, N-(4-amino-5-methoxy-2-methylphenyl)-;4'-Amino-5'-methoxy-2'-methylbenzanilide;4-amino-5-methoxy-2-methyl-N-phenylbenzamide;Fast Violet Base B;FAST VIOLER B BASE",https://chemicals.logicwebsites.com/data-sheets/5109.pdf
D-Trehalose anhydrous,99-20-7,Trehalose;alpha-D-Trehalose;alpha-D-glucopyranosyl alpha-D-glucopyranoside;Trehalose;D(+)Trehalose;D-(+)-Trehalose;α-L-glucopyranosyl;α-D-glucopyranoside;Trehalose anhydrous,https://chemicals.logicwebsites.com/data-sheets/5108.pdf
allantoic acid free acid,99-16-1,diureidoacetic acid;allantoic acid;bis(carbamoylamino)acetic acid,https://chemicals.logicwebsites.com/data-sheets/5107.pdf
N-acetyl-dl-leucine,99-15-0,"Acetylleucine;D.L Leucine N, acetyl;Ac-DL-Leu-OH",https://chemicals.logicwebsites.com/data-sheets/5106.pdf
Tricarballylic acid,99-14-9,"1,2,3-Propanetricarboxylic acid;3-Carboxyglutaric acid;1,2,3-Propanetricarboxylic acid;propane-1,2,3-tricarboxylic acid",https://chemicals.logicwebsites.com/data-sheets/5105.pdf
5-Nitro-m-xylene,99-12-7,"1,3-Dimethyl-5-nitrobenzene;3,5-Dimethylnitrobenzene;1,3-dimethyl-5-nitrobenzene;Nitroxylol",https://chemicals.logicwebsites.com/data-sheets/5104.pdf
Citrazinic acid,99-11-6,"2,6-Dihydroxyisonicotinic acid;2,6-Dihydroxypyridine-4-carboxylic acid;2,6-Dihydroxy-4-pyridincarbonsaeure;6-hydroxy-2-oxo-1,2-dihydropyridine-4-carboxylic acid;3,5-dihydroxypyridine-4-carboxylic acid;6-hydroxy-2-oxo-1,2-dihydropyridine-4-carboxylate",https://chemicals.logicwebsites.com/data-sheets/5103.pdf
"3,5-Dihydroxybenzoic acid",99-10-5,"alpha-Resorcylic acid;3,5-dihydroxy-benzoicaci;5-carboxyresorcinol;Benzoicacid,3,5-dihydroxy-;DOHBA;A-RESORCYLIC ACID;ALPHA-RESERCYLIC ACID;3,5-Dihydroxy 3,5-dihydroxybenzoate",https://chemicals.logicwebsites.com/data-sheets/5102.pdf
3-Nitroaniline,99-09-2,C.I. 37030;C.I. Azoic Diazo Component 7;fast orange R base;m-Nitroaniline;m-Nitro aniline;3-Nitroa niline;Fast Orange R;Solvent Yellow 14 (12055);N-nitroaniline,https://chemicals.logicwebsites.com/data-sheets/5101.pdf
3-Nitrotoluene,99-08-1,1-methyl-3-nitrobenzene;3-methylnitrobenzene;m-nitrophenylmethane;m-Nitrotoluol; M-nitrotoluene;Meta Nitrotoluene,https://chemicals.logicwebsites.com/data-sheets/5100.pdf
3-Dimethylaminophenol,99-07-0,"N,N-Dimethyl-3-aminophenol;3-(Dimethylamino)-phenol",https://chemicals.logicwebsites.com/data-sheets/5099.pdf
3-Hydroxybenzoic acid,99-06-9,"3-Carboxyphenol;4-27-00-07537 (Beilstein Handbook Reference);AI3-03110;Acido m-idrossibenzoico;Acido m-idrossibenzoico [Italian];BRN 0508160;EINECS 202-726-5;Kyselina 3-hydroxybenzoova;Kyselina 3-hydroxybenzoova [Czech];NSC 55746;m-Hba;m-Hydroxybenzoic acid;m-Salicylic acid;Benzoic acid, 3-hydroxy-;Benzoic acid, m-hydroxy-;3-hydroxybenzoate",https://chemicals.logicwebsites.com/data-sheets/5098.pdf
3-Aminobenzoic acid,99-05-8,"M-amino benzoic acid;3-aminobenzoate;Aminobenzoic acid, 3-",https://chemicals.logicwebsites.com/data-sheets/5097.pdf
m-Toluic acid,99-04-7,m-Methylbenzoate;m-methylbenzoic acid;m-toluylic acid;beta-methylbenzoic acid;3-methylbenzoate;3-Toluic acid;3-Methylbenzoic acid;METHYLBENZOIC(M-) ACID;RARECHEM AL BO 0048,https://chemicals.logicwebsites.com/data-sheets/5096.pdf
m-Aminoacetophenone,99-03-6,"(M-Aminoacetophenone;M-Aminoacetylbenzene;M-Aminophenylmethylketone;Labotest-Bb Ltbb000557;3-Acetylaniline;3'-Aminoacetophenone;3-Aminoacetophenone;1-(3-Aminophenyl)Ethanone);M-Aminoacetophenone;Ethanone, 1-(3-aminophenyl)",https://chemicals.logicwebsites.com/data-sheets/5095.pdf
3'-Chloroacetophenone,99-02-5,1-(3-Chlorophenyl)ethanone;3-Chloroacetophenone;3-Chloro Acetophenone;m-chloroacetonenone,https://chemicals.logicwebsites.com/data-sheets/5094.pdf
Picolinic acid,98-98-6,2-Picolinic Acid;2-pyridinecarboxylic acid;2-Pyridine carboxylic acid;pyridine-2-carboxylate,https://chemicals.logicwebsites.com/data-sheets/5093.pdf
2-Pyrazinecarboxylic acid,98-97-5,Pyrazinoic acid;Pyrazinecarboxylic acid;Pyrazine-2-carboxylic acid;TIMTEC-BB SBB000051;RARECHEM AL BO 0493;2-Pyrazinecarboxylic;2-Pyrazinoic acid;Paradiazinecarboxylic acid;Pyrazine-2-formic acid;2-​Pyrazinecarboxylic acid,https://chemicals.logicwebsites.com/data-sheets/5092.pdf
Pyrazinamide,98-96-4,Pyrazinecarboxamide;2-​Pyrazinecarboxamide,https://chemicals.logicwebsites.com/data-sheets/5091.pdf
"N,N-Dimethylcyclohexylamine",98-94-2,"N-Cyclohexyldimethylamine;n,n-dimethyl cyclohexylamine;N,N-Dimethylcyclohexylamine, (Cyclohexyldimethylamine);N,N-Dimethylcyclohexylamine,(Cyclohexyldimethylamine);N,N-Dimethylcyclohexylamine/Cyclohexyldimethylamine;Cyclohexyldimethylamine;DMCHA;N,N-Dimethylcyclohexanamine;Dimethyl cyclohexyl amine",https://chemicals.logicwebsites.com/data-sheets/5089.pdf
Nicotinamide,98-92-0,Pyridine-3-carboxamide;niacinamide cell culture tested;Nicotinamide (1.06818);Niacinamide;Vitamin PP;VPP;Pyridine-3-Carboxyamide;3-Pyridinecarboxyamide;Vitamin B3;Nicotinic acid amide;Nicotinic Amide,https://chemicals.logicwebsites.com/data-sheets/5088.pdf
